asterisk,list_name,author,display_name,book_review_link,isbn10,description,publisher,rank,price,published_date,sunday_review_link,ranks_last_week,weeks_on_list,contributor,contributor_note,primary_isbn10,article_chapter_link,dagger,age_group,isbn13,primary_isbn13,title,bestsellers_date,first_chapter_link
0,Mass Market Paperback,Kathy Reichs,Paperback Mass-Market Fiction,,141652567X,Temperance Brennan is accused of mishandling an autopsy.,Scribner,27,26.99,2010-08-08,,,0,by Kathy Reichs,,141652567X,,0,,9781416525677,9781416525677,206 BONES,2010-07-25,
,,Bill Emmott,,,0374279659,,,,0,,https://www.nytimes.com/2003/02/02/books/2-1-2-cheers-for-capitalism.html,,,,,,,,,9780374279653,,20:21 Vision: Twentieth-Century Lessons for the Twenty-first Century,,
0,Manga,Naoki Urasawa,Manga,,1421535351,"From the publisher: ""Darkness covers the earth, and the world is under the control of evil."" Who will rise up to fight for good?",VIZ Media,7,12.99,2011-10-30,,,1,by Naoki Urasawa,,1421535351,,0,,9781421535357,9781421535357,"20TH CENTURY BOYS, VOL. 17",2011-10-15,
0,Manga,Naoki Urasawa,Manga,,1421535386,"From the publisher: ""Darkness covers the earth, and the world is under the control of evil."" Who will rise up to fight for good?",VIZ Media,7,12.99,2012-04-29,,,1,by Naoki Urasawa,,1421535386,,0,,9781421535388,9781421535388,"20TH CENTURY BOYS, VOL. 20",2012-04-14,
0,Manga,Naoki Urasawa,Manga,,1421535394,"In this penultimate volume of the apocalyptic series, The Friend is poised to carry out his plan for destruction and only the boys can stop him.",VIZ Media,6,12.99,2012-08-05,,,1,by Naoki Urasawa,,1421535394,,0,,9781421535395,9781421535395,"20TH CENTURY BOYS, VOL. 21",2012-07-21,
,,Prince and Randee St Nicholas,,,,"Poetry, lyrics, a CD and a photographic essay evoke Prince’s concerts in London in 2007.",Atria,,0,,,,,by Prince and Randee St. Nicholas,,,,,,,,21 NIGHTS,,
0,Advice How-To and Miscellaneous,Liz Vaccariello with Kate Scarlata,"Advice, How-To & Miscellaneous",,1621451119,A diet aimed at shrinking belly fat.,Reader's Digest,9,0,2014-02-16,,,1,by Liz Vaccariello with Kate Scarlata,,1621451119,,0,,9781621451112,9781621451112,21-DAY TUMMY,2014-02-01,
1,Hardcover Advice,Neal D Barnard,Hardcover Advice & Misc.,,0446583812,A plant-based way to slim down and boost health.,Grand Central Life & Style,8,25.99,2011-04-03,,,1,by Neal D. Barnard,,0446583812,,1,,9780446583817,9780446583817,21-DAY WEIGHT LOSS KICKSTART,2011-03-19,
,,David Masiel,,,0375506063,,,,0,,https://www.nytimes.com/2002/03/17/books/tug-of-fools.html,,,,,,,,,9780375506062,,2182 kHz,,
,,Patrick O'Brian,,,0393339335,,,,0,,https://www.nytimes.com/2004/10/31/books/review/31MCGRATH.html,,,,,,,,,9780393339338,,21: The Final Unfinished Voyage of Jack Aubrey (Vol. Book 21)  (Aubrey/Maturin Novels),,
,,Robert L. Heilbroner,,,0393312283,,,,0,,https://www.nytimes.com/1993/09/19/books/why-the-long-faces.html,,,,,,,,,9780393312287,,21st Century Capitalism,,
0,Hardcover Fiction,Amanda Hodgkinson,Hardcover Fiction,https://www.nytimes.com/2011/06/05/books/review/book-review-22-britannia-road-by-amanda-hodgkinson.html,0143121049,,Pamela Dorman,33,0,2011-05-15,https://www.nytimes.com/2011/06/05/books/review/book-review-22-britannia-road-by-amanda-hodgkinson.html,,0,by Amanda Hodgkinson,,0670022632,,0,,9780143121046,9780670022632,22 BRITANNIA ROAD,2011-04-30,
0,Hardcover Fiction,Kim Stanley Robinson,Hardcover Fiction,,0316098124,,Orbit,20,0,2012-06-10,,,0,by Kim Stanley Robinson,,0316098124,,0,,9780316098120,9780316098120,2312,2012-05-26,
,,Margaret Mahy,,,0689839030,,,,0,,https://www.nytimes.com/2000/11/19/books/children-s-books-stay-thy-hand-popinjay.html,,,,,,,,,9780689839030,,24 Hours,,
,,Jennifer Erwitt,,,0789709252,,,,0,,https://www.nytimes.com/1997/01/19/books/the-good-the-bad-and-the-connected.html,,,,,,,,,9780789709257,,24 Hours in Cyberspace:  Painting on the Walls of the Digital Cave Photographed on One Day by 150 of the World's Leading,,
,,Pat Schroeder,,,078389161X,,,,0,,https://www.nytimes.com/1998/05/17/books/working-mother.html,,,,,,,,,9780783891613,,24 Years of House Work--and the Place Is Still a Mess: My Life in Politics,,
,,Roberto Bolaño Translated  Natasha Wimmer,,https://www.nytimes.com/2008/11/13/books/13masl.html,0312429215,,"Farrar, Straus & Giroux",,0,,https://www.nytimes.com/2008/11/09/books/review/Lethem-t.html,,,by Roberto Bolaño. Translated by Natasha Wimmer.,,,https://www.nytimes.com/2008/11/13/books/chapters/chapter-2666.html,,,9780312429218,,2666,,
,,Cami Walker,,,,,Da Capo,,0,,,,,by Cami Walker,,,,,,,,29 GIFTS,,
,,Ann Brashares,,,,"A new Sisterhood introduces three girls, Polly, Jo and Ama, during their last summer before high school.",Delacorte,,18.99,,,,,by Ann Brashares,,,,,Ages 12 and up,,,3 WILLOWS,,
,,Peter Carey,,,1582341664,,,,0,,https://www.nytimes.com/2001/09/16/books/a-month-down-under.html,,,,,,,,,9781582341668,,30 Days in Sydney: A Wildly  Distorted Account (Writer and the City),,
,,the editors of Glamour and Pamela Redmond Satran,,,1401324142,Notable women weigh in.,Hyperion,,21.99,,https://www.nytimes.com/2012/07/29/books/review/an-updated-guide-for-young-women.html,,,by the editors of Glamour and Pamela Redmond Satran,,,,,,9781401324148,,30 THINGS EVERY WOMAN SHOULD HAVE AND SHOULD KNOW BY THE TIME SHE'S 30,,
0,Sports,Brian Shields,Sports and Fitness,,146542508X,,BradyGames with DK,19,0,2015-01-11,,,0,by Brian Shields,,146542508X,,0,,9781465425089,9781465425089,30 YEARS OF WRESTLEMANIA,2014-12-27,
,,Earvin Johnson,,,,,Crown,,0,,,,,by Earvin Johnson,,,,,,,,32 WAYS TO BE A CHAMPION IN BUSINESS,,
0,Hardcover Nonfiction,Eric Ripert with Veronica Chambers,Hardcover Nonfiction,,0679644466,"The chef and co-owner of the New York restaurant Le Bernardin recalls his childhood and culinary education in France, including a stint in the terrifying Paris kitchen of Joël Robuchon.",Random House,13,0,2016-06-05,,,1,by Eric Ripert with Veronica Chambers,,0812992989,,0,,9780679644460,9780812992984,32 YOLKS,2016-05-21,
,,Jonathan Franklin,,,0399157778,,Putnam,,0,,,,,by Jonathan Franklin,,,,,,9780399157776,,33 MEN,,
,,Ingo Schulze,,,0375700048,,,,0,,https://www.nytimes.com/1998/02/22/books/prostitutes-nougat-and-old-st-nick.html,,,,,,,,,9780375700040,,33 Moments of Happiness: St. Petersburg Stories,,
,,Dorian Lynskey,,https://www.nytimes.com/2011/04/29/books/33-revolutions-per-minute-by-dorian-lynskey-book-review.html,0061670154,,,,0,,https://www.nytimes.com/2011/05/01/books/review/book-review-33-revolutions-per-minute-by-dorian-lynskey.html,,,,,,,,,9780061670152,,"33 Revolutions per Minute: A History of Protest Songs, from Billie Holiday to Green Day",,
,,Sean Wilentz,,,1452107564,,,,0,,https://www.nytimes.com/2012/12/02/books/review/360-sound-the-columbia-records-story-by-sean-wilentz.html,,,,,,,,,9781452107561,,360 Sound: The Columbia Records Story,,
0,E-Book Nonfiction,Stephen A Wynalda,E-Book Nonfiction,,1626369151,"A day-by-day breakdown of Lincoln’s private, political and military decisions in office.",Herman Graf/Skyhorse,19,0,2014-08-03,,,1,by Stephen A. Wynalda,,1626369151,,0,,9781626369153,9781626369153,366 DAYS IN ABRAHAM LINCOLN'S PRESIDENCY,2014-07-19,
0,Sports,Jody Hill,Sports and Fitness,,194116532X,,Deeds Publishing,18,0,2014-10-12,,,0,by Jody Hill,,194116532X,,0,,9781941165324,9781941165324,38: THE CHUCKY MULLINS EFFECT,2014-09-27,
0,Hardcover Fiction,Paul Auster,Hardcover Fiction,https://www.nytimes.com/2017/01/31/books/review/4-3-2-1-paul-auster.html,1627794468,Four versions of the formative years of a Jewish boy born in Newark in 1947.,Holt,13,0,2017-02-19,,,1,by Paul Auster,,1627794468,,0,,9781627794466,9781627794466,4 3 2 1,2017-02-04,
,,Cliff Michaels,,,0615450555,Learning from “what successful people didn’t learn in school.”,Greenleaf Book Group,,19.95,,,,,by Cliff Michaels,,,,,,9780615450551,,4 ESSENTIALS OF ENTREPRENEURIAL THINKING,,
0,Hardcover Business Books,Timothy Ferriss,Hardcover Business Books,,0786158964,Reconstructing your life so that it isn't all about work.,Crown,10,0,2013-01-13,,,0,by Timothy Ferriss,,0307465357,,1,,9780786158966,9780307465351,4-HOUR WORKWEEK,2012-12-29,
0,Hardcover Nonfiction,Howard G Buffett and Howard W Buffett,Hardcover Nonfiction,,1451687869,What Warren Buffett’s son and grandson have learned in their efforts to feed the hungry.,Simon & Schuster,5,0,2013-11-10,,,1,by Howard G. Buffett and Howard W. Buffett,,1451687869,,0,,9781451687866,9781451687866,40 CHANCES,2013-10-26,
,,Sue Carpenter,,,0743229886,,,,0,,https://www.nytimes.com/2004/02/29/books/the-pirate-queen.html,,,,,,,,,9780743229883,,40 Watts from Nowhere: A Journey into Pirate Radio,,
,,Alice Waters and Friends,,,0307718263,,Clarkson Potter,,0,,,,,by  Alice Waters and Friends,,,,,,9780307718266,,40 YEARS OF CHEZ PANISSE,,
,,Liz Vaccariello with Mindy Hermann,,,1605294942,A diet guide with a straightforward task: controlling calorie intake.,Rodale,,0,,,,,by Liz Vaccariello with Mindy Hermann,,,,,,9781605294940,,400 CALORIE FIX,,
,,George W Bush,,https://www.nytimes.com/2014/11/12/books/41-george-w-bushs-portrait-of-george-h-w-bush.html,0553448277,"The former president’s portrait of his father, George H. W. Bush.",Crown,,0,,https://www.nytimes.com/2014/12/28/books/review/george-w-bushs-41-a-portrait-of-my-father.html,,,by George W. Bush,,,,,,9780553448276,,41,,
,,Danielle Steel,,,1423388232,"An art gallery owner takes in boarders in her Greenwich Village town house. In one eventful year, they become the most important people in her life.",Dell,,0,,,,,by Danielle Steel,,,,,,9781423388234,,44 CHARLES STREET,,
,,Peter Sheridan,,,0670885142,,,,0,,https://www.nytimes.com/1999/06/13/books/my-heart-belongs-to-da.html,,,,,,,,,9780670885145,,44: Dublin Made Me,,
,,The Oatmeal,,,1449401163,Comics from the Web site.,Andrews McMeel,,0,,,,,by The Oatmeal,,,,,,9781449401160,,5 VERY GOOD REASONS TO PUNCH A DOLPHIN IN THE MOUTH,,
0,E-Book Nonfiction,Steven Pressman,E-Book Nonfiction,,0062237497,How a Philadelphia couple traveled to Germany in 1939 and rescued 50 Jewish children by bringing them to America; based on the 2013 HBO documentary.,Harper,1,0,2015-12-27,,,1,by Steven Pressman,,0062237497,,0,,9780062237491,9780062237491,50 CHILDREN,2015-12-12,
,,Al Williamson and others,,,1606995774,"This spotlight on the illustrator Al Williamson focuses on science fiction and includes a couple of stories written by Ray Bradbury, including ""I, Robot"" and ""A Sound of Thunder.""",Fantagraphics Books,,0,,,,,by Al Williamson and others,,,,,,9781606995778,,50 GIRLS 50 AND OTHER STORIES,,
,,Bob Greene,,,0385493010,,,,0,,https://www.nytimes.com/1997/03/16/books/books-in-brief-nonfiction-977160.html,,,,,,,,,9780385493017,,"50 Year Dash: The Feelings, Foibles, and Fears of Being Half a Century Old",,
0,Sports,Jerry Rice and Randy O Williams,Sports and Fitness,,0062302604,A scrapbook of photographs and statistics commemorates the 50th anniversary of football’s Super Bowl.,Dey Street,7,0,2016-01-10,,,0,by Jerry Rice and Randy O. Williams,,0062302604,,0,,9780062302601,9780062302601,"50 YEARS, 50 MOMENTS",2015-12-26,
,,Kurt Eichenwald,,,1451669399,"A global account of the 18 months after 9/11, with emphasis on the Bush administration’s panicked response.",Simon & Schuster,,0,,https://www.nytimes.com/2012/10/07/books/review/500-days-by-kurt-eichenwald.html,,,by Kurt Eichenwald,,,,,,9781451669398,,500 DAYS,,
,,Pauline Kael,,,0030426065,,,,0,,https://www.nytimes.com/1982/11/14/books/the-concise-pauline-kael.html,,,,,,,,,9780030426063,,5001 Nights at the Movies: A Guide from A to Z,,
,,Kostya Kennedy,,,1603201777,,Sports Illustrated,,0,,,,,by Kostya Kennedy,,,,,,9781603201773,,56 (JOE DIMAGGIO AND THE LAST MAGIC NUMBER IN SPORTS),,
,,Kostya Kennedy,,,,"The era, the ball player and his record.",Sports Illustrated,,0,,,,,by Kostya Kennedy,,,,,,,,56 (JOE DIMAGGIO AND THE LAST MAGIC NUMBER IN SPORTS),,
0,Series Books,Rick Yancey,Children’s Series,,110199651X,A resistance force of teenage soldiers rises up when invaders threaten life on Earth.,Putnam,1,0,2016-06-12,https://www.nytimes.com/2013/05/12/books/review/the-5th-wave-by-rick-yancey.html,,1,by Rick Yancey,,0399162437,,0,,9781101996515,9780399162435,5TH WAVE,2016-05-28,
,,Pat Hiban,,,1608321746,A real estate professional offers tips for success.,Greenleaf,,16.95,,,,,by Pat Hiban,,,,,,9781608321742,,6 STEPS TO 7 FIGURES,,
,,Lee Child,,https://www.nytimes.com/2010/05/14/books/14book.html,0385340583,Jack Reacher helps the police in a small South Dakota town protect a witness in a drug trial.,Dell,,0,,,,,by Lee Child,,,,,,9780385340588,,61 HOURS,,https://www.nytimes.com/2010/05/14/books/excerpt-61-hours.html
,,Jesse Ventura with Dick Russell,,,1616082267,The former governor of Minnesota implores Americans to challenge government secrecy.,Skyhorse,,0,,,,,by Jesse Ventura with Dick Russell,,,,,,9781616082260,,63 DOCUMENTS THE GOVERNMENT DOESN'T WANT YOU TO READ,,
,,James Patterson and Maxine Paetro,,,,Detective Lindsay Boxer and the Women’s Murder Club investigate the disappearance of several children in San Francisco.,Grand Central Publishing,,0,,,,,by James Patterson and Maxine Paetro,,,,,,,,6TH TARGET,,
,,David Wojnarowicz and James Romberger,,,1606996142,This is the autobiographical tale of David Wojnarowicz — about life as a hustler on the streets of New York City and living with AIDS.,Fantagraphics Books,,19.99,,,,,by David Wojnarowicz and James Romberger,,,,,,9781606996140,,7 MILES A SECOND,,
,,the editors of Good Housekeeping,,,1936297639,A combination of beauty plan and diet-and-fitness program.,7YY,,25.95,,,,,by the editors of Good Housekeeping,,,,,,9781936297634,,7 YEARS YOUNGER,,
,,Clifton Hood,,,0801880548,,,,0,,https://www.nytimes.com/1993/10/03/books/the-world-on-a-strap.html,,,,,,,,,9780801880544,,722 Miles: The Building of the Subways and How They Transformed New York,,
0,E-Book Nonfiction,Michael Gross,E-Book Nonfiction,,0307418766,,Broadway,18,0,2014-11-02,,,0,by Michael Gross,,0307418766,,0,,9780307418760,9780307418760,740 PARK,2014-10-18,
,,Dean Koontz,,,0553593064,"A 19th-century tycoon’s mansion has been turned into luxury apartments, but it remains in the grip of evil forces.",Bantam,,0,,,,,by Dean Koontz,,,,,,9780553593068,,77 SHADOW STREET,,
,,James Patterson and Maxine Paetro,,,0446536245,"In San Francisco, Detective Lindsay Boxer and the Women’s Murder Club hunt for an arsonist.",Vision,,7.99,,,,,by James Patterson and Maxine Paetro,,,,,,9780446536240,,7TH HEAVEN,,
,,Debbie Macomber,,,,"Romantic intrigue in Cedar Cove, Wash.",Mira,,7.99,,,,,by Debbie Macomber,,,,,,,,8 SANDPIPER WAY,,
,,Mark Divine,,,125004054X,A former Navy  Seal's physical and mental training guide.,St. Martin's,,0,,,,,by Mark Divine,,,,,,9781250040541,,8 WEEKS TO SEALFIT,,
0,Expeditions Disasters and Adventures,Brian Murphy with Toula Vlahou,Expeditions,,0306824523,The survival of a World War II pilot in Alaska's frozen wilderness.,Da Capo,14,0,2015-08-09,,,0,by Brian Murphy with Toula Vlahou,,0306823284,,0,,9780306824524,9780306823282,81 DAYS BELOW ZERO,2015-07-25,
,,Michael Winerip,,,0679761608,,,,0,,https://www.nytimes.com/1994/07/10/books/a-house-this-side-of-madness.html,,,,,,,,,9780679761600,,9 Highland Road: Sane Living for the Mentally Ill,,
,,Troy Silva,,,,"Specific insights about the swing, bat speed, myths and misconceptions.",Dog Ear Publishing,,0,,,,,by  Troy Silva,,,,,,,,9 INNINGS OF HITTING,,
0,E-Book Nonfiction,Don Piper with Cecil Murphey,E-Book Nonfiction,,1441219765,A minister on the otherworldly experience he had after an accident.,Baker,7,0,2014-05-04,,,15,by Don Piper with Cecil Murphey,,1441200002,,0,,9781441219763,9781441200006,90 MINUTES IN HEAVEN,2014-04-19,
,,Debbie Macomber,,,,"A Cedar Cove sheriff deals with mysterious remains, a friend’s cancer and a broken heart.",Mira,,7.99,,,,,by Debbie Macomber,,,,,,,,92 PACIFIC BOULEVARD,,
0,Sports,Wayne Gretzky with Kirstie McLellan Day,Sports and Fitness,,0399575480,"Memories of his celebrated career, by the professional hockey Hall of Fame legend.",Putnam,7,0,2016-11-13,,,0,by Wayne Gretzky with Kirstie McLellan Day,,0399575472,,0,,9780399575488,9780399575471,99,2016-10-29,
0,Young Adult E-Book,Katie Cotugno,Young Adult E-Book,,0062216406,,Balzer & Bray,5,0,2016-01-10,,,1,by Katie Cotugno,,0062216406,,0,,9780062216403,9780062216403,99 DAYS,2015-12-26,
0,Fashion Manners and Customs,Robert Evans,"Fashion, Manners and Customs",,0147517605,"How ancient debauchery, lewd behavior and group intoxication, have contributed to a robust civilization as much as guns, germs and steel.",Plume,6,0,2016-09-11,,,0,by Robert Evans,,0147517605,,0,,9780147517609,9780147517609,A (BRIEF) HISTORY OF VICE,2016-08-27,
,,Yoshihiro Tatsumi and Adrian Tomine,,,,,Drawn & Quarterly Publications,,0,,,,,by Yoshihiro Tatsumi and Adrian Tomine,,,,,,,,A A DRIFTING LIFE,,
,,Nick Bruel,,,1596436689,Bad Kitty learns the true meaning of the holiday.,Neal Porter/Roaring Brook,,15.99,,,,,by Nick Bruel,,,,,Ages 4 to 8,9781596436688,,A BAD KITTY CHRISTMAS,,
,,Chris Raschka,,,0375958614,Daisy’s ball is destroyed by a bigger dog; a 2012 Caldecott winner.,Schwartz & Wade,,16.99,,,,,by Chris Raschka,,,,,Ages 3 to 7,9780375958618,,A BALL FOR DAISY,,
0,Hardcover Fiction,Elizabeth George,Hardcover Fiction,,0525954333,"Can a suicide in Dorset be connected to a poisoning in Cambridge? In the 19th novel in a series, the Scotland Yard detectives Thomas Lynley and Barbara Havers investigate.",Viking,4,0,2015-11-15,,,1,by Elizabeth George,,0525954333,,0,,9780525954330,9780525954330,A BANQUET OF CONSEQUENCES,2015-10-31,
,,Andrei Codrescu,,,1574230972,,,,0,,https://www.nytimes.com/1999/10/03/books/books-in-brief-fiction-650390.html,,,,,,,,,9781574230970,,A Bar in Brooklyn: Novellas & Stories 1970-1978,,
0,Combined Print and E-Book Fiction,Karen Kingsbury,Combined Print & E-Book Fiction,,1451687583,A story of love and redemption featuring the Baxter family.,Howard Books,12,0,2016-11-13,,,1,by Karen Kingsbury,,1451687567,,0,,9781451687583,9781451687569,A BAXTER FAMILY CHRISTMAS,2016-10-29,
0,E-Book Fiction,Jamie McGuire,E-Book Fiction,,1534623574,"Amid strife and divisions, the Maddox clan gathers to bury one of their own.",Jamie McGuire,4,0,2016-09-04,,,1,by Jamie McGuire,,None,,0,,9781534623576,A00B01GJ5LT0O,A BEAUTIFUL FUNERAL,2016-08-20,
0,Combined Print and E-Book Fiction,Jamie McGuire,Combined Print & E-Book Fiction,,1476759545,"What really happened on the day, and night, of Abby and Travis’s elopement; a Beautiful Disaster novella.",Atria,11,0,2013-12-29,,,1,by Jamie McGuire,,1476759553,,0,,9781476759548,9781476759555,A BEAUTIFUL WEDDING,2013-12-14,
,,David Rieff,,,074325211X,,,,0,,https://www.nytimes.com/2002/11/03/books/we-re-here-to-help-you.html,,,,,,,,,9780743252119,,A Bed for the Night: Humanitarianism in Crisis,,
0,Mass Market Paperback,Nicholas Sparks,Paperback Mass-Market Fiction,,0446611867,A widower in North Carolina and his son's second-grade teacher discover that they are linked by a shocking secret.,Grand Central,24,0,2014-01-12,,,0,by Nicholas Sparks,,1455574066,,0,,9780446611862,9781455574063,A BEND IN THE ROAD,2013-12-28,
0,Picture Books,Mo Willems,Children’s Picture Books,,1423174917,Someone stole Piggie's ball. That is not right.,Disney-Hyperion,10,0,2013-09-15,,,14,by Mo Willems,,1423174917,,0,Ages 4 to 8,9781423174912,9781423174912,A BIG GUY TOOK MY BALL!,2013-08-31,
,,Mary Wells Lawrence,,,0375409122,,,,0,,https://www.nytimes.com/2002/05/05/books/books-in-brief-nonfiction-752452.html,,,,,,,,,9780375409127,,A Big Life in Advertising,,
,,Dean Koontz,,,,The novelist adopts a dog.,Hyperion,,0,,,,,by Dean Koontz,,,,,,,,A BIG LITTLE LIFE,,
,,Dean Koontz,,,0345530608,"The novelist remembers his golden retriever, Trixie.",Bantam,,0,,,,,by Dean Koontz,,,,,,9780345530608,,A BIG LITTLE LIFE,,
